Google Scholar Category,Google Scholar Subcategory,Venue,h5 Index,cs_venue,fuzzy_venue_matches,paper_count
Social Sciences,Academic & Psychological Testing,british-journal-of-mathematical-and-statistical-psychology,26,0,British Journal of Mathematical and Statistical Psychology,6
Social Sciences,Academic & Psychological Testing,journal-of-educational-and-behavioral-statistics,24,0,Journal of Educational and Behavioral Statistics,13
Social Sciences,Academic & Psychological Testing,educational-measurement-issues-and-practice,24,0,Educational Measurement: Issues and Practice,1
Social Sciences,Academic & Psychological Testing,large-scale-assessments-in-education,23,0,Large-scale Assessments in Education,6
Social Sciences,Academic & Psychological Testing,language-assessment-quarterly,23,0,Language Assessment Quarterly,1
Social Sciences,African Studies & History,african-studies-review,19,0,"African Studies Review, Asian Studies Review",10
Social Sciences,African Studies & History,africa,18,0,Africa,1
Social Sciences,African Studies & History,the-journal-of-modern-african-studies,17,0,The Journal of North African Studies,2
Social Sciences,Anthropology,american-journal-of-physical-anthropology,42,0,American Journal of Physical Anthropology,1
Social Sciences,Anthropology,current-anthropology,35,0,Current Anthropology,1
Social Sciences,Anthropology,american-journal-of-human-biology,34,0,American Journal of Human Biology,1
Social Sciences,Anthropology,american-anthropologist,31,0,American Anthropologist,1
Social Sciences,Anthropology,ethnos,26,0,Ethos,1
Social Sciences,Anthropology,journal-of-anthropological-archaeology,26,0,Journal of Anthropological Archaeology,1
Social Sciences,Anthropology,medical-anthropology-quarterly,20,0,Medical Anthropology Quarterly,1
Social Sciences,Anthropology,american-ethnologist,20,0,American Ethnologist,1
Social Sciences,Anthropology,journal-of-the-royal-anthropological-institute,20,0,Journal of the Royal Anthropological Institute,2
Social Sciences,Anthropology,anthropological-theory,18,0,Anthropological Theory,3
Social Sciences,Archaeology,archaeological-and-anthropological-sciences,43,0,Archaeological and Anthropological Sciences,7
Social Sciences,Archaeology,international-journal-of-heritage-studies,35,0,"International Journal of Heritage Studies, International journal of chemical studies",7
Social Sciences,Archaeology,heritage-science,35,0,Heritage Science,10
Social Sciences,Archaeology,antiquity,32,0,Antiquity,5
Social Sciences,Archaeology,journal-of-archaeological-method-and-theory,32,0,Journal of Archaeological Method and Theory,8
Social Sciences,Archaeology,heritage,31,0,Heritage,7
Social Sciences,Archaeology,radiocarbon,28,0,Radiocarbon,2
Social Sciences,Archaeology,journal-of-anthropological-archaeology,26,0,Journal of Anthropological Archaeology,1
Social Sciences,Archaeology,vegetation-history-and-archaeobotany,25,0,Vegetation History and Archaeobotany,2
Social Sciences,Archaeology,american-antiquity,23,0,American Antiquity,2
Social Sciences,Archaeology,journal-of-paleolithic-archaeology,22,0,Journal of Paleolithic Archaeology,1
Social Sciences,Archaeology,cambridge-archaeological-journal,21,0,Cambridge Archaeological Journal,9
Social Sciences,Architecture,buildings,63,0,Buildings,31
Social Sciences,Architecture,lighting-research-and-technology,29,0,Lighting Research & Technology,1
Social Sciences,Architecture,architectural-science-review,25,0,Architectural Science Review,1
Social Sciences,Architecture,journal-of-architectural-engineering,23,0,"Journal of agricultural engineering, Journal of engineering and architecture",4
Social Sciences,Architecture,intelligent-buildings-international,20,0,Intelligent Buildings International,1
Social Sciences,Architecture,international-journal-of-architectural-computing,19,0,International Journal of Architectural Computing,4
Social Sciences,Architecture,international-journal-of-built-environment-and-sustainability,15,0,International journal of built environment and sustainability,5
Social Sciences,Architecture,journal-of-contemporary-urban-affairs,13,0,Journal of contemporary urban affairs,2
Social Sciences,Asian Studies & History,the-singapore-economic-review,31,0,The Singapore Economic Review,1
Social Sciences,Asian Studies & History,the-china-quarterly,30,0,The China Quarterly,2
Social Sciences,Asian Studies & History,journal-of-chinese-political-science,28,0,Journal of Chinese Political Science,3
Social Sciences,Asian Studies & History,asian-studies-review,21,0,"African Studies Review, Asian Studies Review",10
Social Sciences,Bioethics,journal-of-medical-ethics,53,0,"Journal of Medical Ethics, Journal of Medical Genetics",7
Social Sciences,Bioethics,bmc-medical-ethics,41,0,BMC Medical Ethics,7
Social Sciences,Bioethics,bioethics,37,0,Bioethics,1
Social Sciences,Bioethics,medicine-health-care-and-philosophy,31,0,Medicine Health Care and Philosophy,4
Social Sciences,Bioethics,journal-of-bioethical-inquiry,31,0,Journal of Bioethical Inquiry,6
Social Sciences,Bioethics,cambridge-quarterly-of-healthcare-ethics,23,0,Cambridge Quarterly of Healthcare Ethics,3
Social Sciences,Bioethics,neuroethics,23,0,Neuroethics,1
Social Sciences,Bioethics,health-care-analysis,21,0,Health Care Analysis,1
Social Sciences,Canadian Studies & History,the-canadian-geographer,24,0,Canadian Geographer,1
Social Sciences,Canadian Studies & History,american-review-of-canadian-studies,10,0,Canadian Review of American Studies,1
Social Sciences,Canadian Studies & History,journal-of-canadian-studies,9,0,Journal of caucasian studies,1
Social Sciences,Chinese Studies & History,the-china-quarterly,30,0,The China Quarterly,2
Social Sciences,Chinese Studies & History,journal-of-chinese-political-science,28,0,Journal of Chinese Political Science,3
Social Sciences,Chinese Studies & History,global-media-and-china,23,0,Global media and China,9
Social Sciences,Chinese Studies & History,chinese-political-science-review,21,0,"Chinese Political Science Review, Chinese political science review",4
Social Sciences,Chinese Studies & History,journal-of-current-chinese-affairs,17,0,Journal of Current Chinese Affairs,1
Social Sciences,Cognitive Science,trends-in-cognitive-sciences,111,0,Trends in Cognitive Sciences,4
Social Sciences,Cognitive Science,journal-of-experimental-psychology-general,63,0,Journal of Experimental Psychology: General,8
Social Sciences,Cognitive Science,cognition,62,0,"Cognitio, Cognition",90
Social Sciences,Cognitive Science,psychonomic-bulletin-and-review,59,0,Psychonomic Bulletin & Review,111
Social Sciences,Cognitive Science,cortex,58,0,Cortex,47
Social Sciences,Cognitive Science,neuropsychologia,51,0,Neuropsychologia,64
Social Sciences,Cognitive Science,social-cognitive-and-affective-neuroscience,46,0,Social Cognitive and Affective Neuroscience,54
Social Sciences,Cognitive Science,journal-of-cognitive-neuroscience,44,0,Journal of Cognitive Neuroscience,24
Social Sciences,Cognitive Science,bilingualism-language-and-cognition,43,0,Bilingualism: Language and Cognition,78
Social Sciences,Cognitive Science,consciousness-and-cognition,43,0,Consciousness and Cognition,6
Social Sciences,Cognitive Science,topics-in-cognitive-science,41,0,Topics in Cognitive Science,25
Social Sciences,Cognitive Science,journal-of-experimental-psychology-learning-memory-and-cognition,41,0,"Journal of Experimental Psychology: Learning, Memory and Cognition",20
Social Sciences,Cognitive Science,applied-cognitive-psychology,40,0,Applied Cognitive Psychology,7
Social Sciences,Cognitive Science,cognitive-affective-and-behavioral-neuroscience,38,0,"Cognitive, Affective, & Behavioral Neuroscience",13
Social Sciences,Cognitive Science,quarterly-journal-of-experimental-psychology,36,0,Quarterly Journal of Experimental Psychology,78
Social Sciences,Cognitive Science,wiley-interdisciplinary-reviews-cognitive-science,34,0,Wiley Interdisciplinary Reviews: Cognitive Science,12
Social Sciences,Cognitive Science,language-cognition-and-neuroscience,34,0,"Language, Cognition and Neuroscience, Language, cognition and neuroscience",172
Social Sciences,"Criminology, Criminal Law & Policing",the-british-journal-of-criminology,43,0,British Journal of Criminology,1
Social Sciences,"Criminology, Criminal Law & Policing",criminal-justice-and-behavior,38,0,Criminal Justice and Behavior,1
Social Sciences,"Criminology, Criminal Law & Policing",journal-of-quantitative-criminology,37,0,Journal of Quantitative Criminology,3
Social Sciences,"Criminology, Criminal Law & Policing",journal-of-criminal-justice,37,0,Journal of Criminal Justice,2
Social Sciences,"Criminology, Criminal Law & Policing",european-journal-of-criminology,34,0,European Journal of Criminology,3
Social Sciences,"Criminology, Criminal Law & Policing",journal-of-police-and-criminal-psychology,33,0,Journal of Police and Criminal Psychology,3
Social Sciences,"Criminology, Criminal Law & Policing",journal-of-experimental-criminology,33,0,Journal of Experimental Criminology,3
Social Sciences,"Criminology, Criminal Law & Policing",journal-of-money-laundering-control,32,0,Journal of Money Laundering Control,1
Social Sciences,Development Economics,world-development,115,0,World Development,2
Social Sciences,Development Economics,journal-of-development-economics,74,0,Journal of Development Economics,1
Social Sciences,Development Economics,the-journal-of-development-studies,55,0,Journal of Development Studies,1
Social Sciences,Development Economics,economies,50,0,Economies,5
Social Sciences,Development Economics,third-world-quarterly,42,0,Third World Quarterly,2
Social Sciences,Development Economics,development-policy-review,31,0,Development Policy Review,1
Social Sciences,Development Economics,journal-of-economics-and-development,28,0,Journal of Development Economics,1
Social Sciences,Diplomacy & International Relations,review-of-international-political-economy,58,0,Review of International Political Economy,2
Social Sciences,Diplomacy & International Relations,journal-of-peace-research,52,0,Journal of Peace Research,2
Social Sciences,Diplomacy & International Relations,international-affairs,49,0,International Affairs,1
Social Sciences,Diplomacy & International Relations,international-studies-quarterly,44,0,International Studies Quarterly,2
Social Sciences,Diplomacy & International Relations,third-world-quarterly,42,0,Third World Quarterly,2
Social Sciences,Diplomacy & International Relations,european-journal-of-international-relations,40,0,European Journal of International Relations,3
Social Sciences,Diplomacy & International Relations,journal-of-european-integration,40,0,Journal of European Integration,2
Social Sciences,Diplomacy & International Relations,international-studies-review,39,0,"Asian international studies review, International Studies Review, Review of International Studies",9
Social Sciences,Diplomacy & International Relations,the-review-of-international-organizations,38,0,Review of International Organizations,2
Social Sciences,Diplomacy & International Relations,geopolitics,38,0,Geopolitics,1
Social Sciences,Diplomacy & International Relations,review-of-international-studies,35,0,"International Studies Review, Review of International Studies",8
Social Sciences,Early Childhood Education,early-childhood-research-quarterly,59,0,Early Childhood Research Quarterly,1
Social Sciences,Early Childhood Education,early-childhood-education-journal,55,0,Early Childhood Education Journal,8
Social Sciences,Early Childhood Education,reading-research-quarterly,53,0,Reading Research Quarterly,4
Social Sciences,Early Childhood Education,reading-and-writing,48,0,Reading and Writing,162
Social Sciences,Early Childhood Education,early-child-development-and-care,44,0,Early Child Development and Care,1
Social Sciences,Early Childhood Education,early-education-and-development,40,0,Early Education and Development,1
Social Sciences,Early Childhood Education,the-reading-teacher,35,0,The Reading Teacher,1
Social Sciences,Early Childhood Education,european-early-childhood-education-research-journal,35,0,European Early Childhood Education Research Journal,3
Social Sciences,Early Childhood Education,scientific-studies-of-reading,33,0,Scientific Studies of Reading,23
Social Sciences,Early Childhood Education,international-electronic-journal-of-elementary-education,31,0,International Electronic Journal of Elementary Education,12
Social Sciences,Early Childhood Education,journal-of-early-childhood-literacy,31,0,Journal of Early Childhood Literacy,6
Social Sciences,Early Childhood Education,journal-of-research-in-childhood-education,28,0,Journal of Research in Childhood Education,1
Social Sciences,Early Childhood Education,journal-of-research-in-reading,28,0,Journal of Research in Reading,7
Social Sciences,Early Childhood Education,reading-and-writing-quarterly,28,0,Reading & Writing Quarterly,3
Social Sciences,Early Childhood Education,international-journal-of-early-childhood,24,0,International Journal of Early Childhood,6
Social Sciences,Early Childhood Education,international-journal-of-early-years-education,24,0,International Journal of Early Years Education,3
Social Sciences,Economic History,the-economic-history-review,31,0,The Economic History Review,1
Social Sciences,Economic History,the-journal-of-economic-history,30,0,The Journal of Economic History,1
Social Sciences,Economic History,accounting-history,16,0,Accounting History,1
Social Sciences,Economic History,history-of-political-economy,13,0,History of Political Economy,1
Social Sciences,Education,education-and-information-technologies,112,0,Education and Information Technologies,64
Social Sciences,Education,british-journal-of-educational-technology,101,0,"British Journal of Educational Psychology, British Journal of Educational Technology",18
